game_pk,condition,temp,wind,venue,venue_id
744804,Clear,79,"4 mph, Out To LF",Nationals Park,3309
745263,Roof Closed,47,"0 mph, Calm",T-Mobile Park,680
745298,Sunny,67,"14 mph, Out To CF",Oracle Park,2395
745727,Partly Cloudy,92,"11 mph, Out To CF",Yankee Stadium,3313
745828,Sunny,59,"10 mph, Out To LF",Citi Field,3289
745865,Partly Cloudy,91,"3 mph, Out To CF",Target Field,3312
746012,Roof Closed,72,"0 mph, None",loanDepot park,4169
746084,Clear,77,"9 mph, In From LF",loanDepot park,4169
746401,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746520,Cloudy,71,"7 mph, L To R",Coors Field,19
746876,Clear,75,"7 mph, Out To RF",Wrigley Field,17
746949,Partly Cloudy,72,"8 mph, R To L",Fenway Park,3
747065,Cloudy,72,"9 mph, L To R",Truist Park,4705
747067,Clear,79,"8 mph, Out To RF",Truist Park,4705
747088,Partly Cloudy,89,"3 mph, In From LF",Truist Park,4705
747104,Partly Cloudy,84,"6 mph, Calm",Truist Park,4705
747108,Partly Cloudy,89,"10 mph, L To R",Truist Park,4705
747115,Partly Cloudy,82,"7 mph, Out To LF",Truist Park,4705
747122,Cloudy,69,"6 mph, In From LF",Truist Park,4705
747130,Clear,71,"10 mph, R To L",Truist Park,4705
747140,Partly Cloudy,63,"8 mph, R To L",Truist Park,4705
747178,Roof Closed,78,"0 mph, None",Chase Field,15
744890,Sunny,76,"9 mph, Out To CF",Rogers Centre,14
745633,Partly Cloudy,63,"10 mph, Varies",Oakland Coliseum,10
745713,Cloudy,67,"5 mph, Out To CF",Yankee Stadium,3313
746196,Clear,79,"6 mph, Out To RF",Angel Stadium,1
746200,Clear,77,"9 mph, Out To CF",Angel Stadium,1
746201,Partly Cloudy,81,"7 mph, Out To CF",Angel Stadium,1
745083,Dome,72,"0 mph, None",Tropicana Field,12
745734,Partly Cloudy,90,"10 mph, Out To LF",Yankee Stadium,3313
745781,Sunny,71,"8 mph, L To R",Citi Field,3289
746105,Clear,75,"7 mph, Out To RF",Dodger Stadium,22
746721,Overcast,67,"6 mph, In From RF",Great American Ball Park,2602
746980,Partly Cloudy,59,"4 mph, Out To LF",Fenway Park,3
747022,Partly Cloudy,91,"10 mph, Out To LF",Oriole Park at Camden Yards,2
747026,Partly Cloudy,85,"6 mph, Out To LF",Oriole Park at Camden Yards,2
747030,Partly Cloudy,81,"8 mph, Out To CF",Oriole Park at Camden Yards,2
747034,Overcast,82,"7 mph, Out To LF",Oriole Park at Camden Yards,2
747043,Overcast,55,"5 mph, In From CF",Oriole Park at Camden Yards,2
747052,Cloudy,61,"7 mph, Out To LF",Oriole Park at Camden Yards,2
747053,Partly Cloudy,80,"8 mph, Out To RF",Oriole Park at Camden Yards,2
747057,Cloudy,52,"9 mph, In From RF",Oriole Park at Camden Yards,2
745088,Dome,72,"0 mph, None",Tropicana Field,12
745156,Partly Cloudy,84,"6 mph, Out To RF",Busch Stadium,2889
745257,Clear,67,"1 mph, Calm",T-Mobile Park,680
745448,Sunny,82,"7 mph, Out To LF",PNC Park,31
745838,Partly Cloudy,60,"13 mph, Out To CF",Citi Field,3289
746241,Clear,67,"11 mph, Out To CF",Angel Stadium,1
746256,Clear,93,"9 mph, R To L",Kauffman Stadium,7
746258,Sunny,73,"6 mph, R To L",Kauffman Stadium,7
746265,Sunny,78,"6 mph, L To R",Kauffman Stadium,7
746269,Clear,77,"3 mph, R To L",Kauffman Stadium,7
746279,Partly Cloudy,90,"5 mph, R To L",Kauffman Stadium,7
746283,Rain,76,"7 mph, R To L",Kauffman Stadium,7
746284,Clear,82,"12 mph, R To L",Kauffman Stadium,7
746303,Overcast,69,"7 mph, R To L",Kauffman Stadium,7
746307,Cloudy,81,"12 mph, R To L",Kauffman Stadium,7
746311,Cloudy,65,"11 mph, L To R",Kauffman Stadium,7
746329,Clear,71,"20 mph, R To L",Kauffman Stadium,7
746439,Sunny,86,"5 mph, In From RF",Comerica Park,2394
746483,Overcast,70,"10 mph, In From RF",Comerica Park,2394
746589,Cloudy,83,"7 mph, L To R",Progressive Field,5
746675,Overcast,84,"11 mph, Out To LF",Great American Ball Park,2602
746763,Partly Cloudy,84,"6 mph, L To R",Guaranteed Rate Field,4
747058,Overcast,57,"2 mph, R To L",Oriole Park at Camden Yards,2
746727,Cloudy,49,"9 mph, Out To CF",Great American Ball Park,2602
745384,Sunny,77,"11 mph, L To R",Petco Park,2680
745418,Cloudy,62,"9 mph, L To R",Petco Park,2680
745899,Clear,82,"6 mph, Out To RF",Target Field,3312
746096,Clear,69,"5 mph, L To R",Dodger Stadium,22
746138,Clear,65,"9 mph, L To R",Dodger Stadium,22
746197,Clear,79,"6 mph, Out To CF",Angel Stadium,1
746494,Clear,83,"6 mph, In From CF",Coors Field,19
746510,Clear,84,"3 mph, Out To LF",Coors Field,19
746518,Clear,91,"5 mph, Out To CF",Coors Field,19
746525,Sunny,93,"7 mph, Out To LF",Coors Field,19
746531,Cloudy,81,"12 mph, R To L",Coors Field,19
746532,Partly Cloudy,82,"4 mph, R To L",Coors Field,19
746541,Cloudy,83,"13 mph, L To R",Coors Field,19
746557,Partly Cloudy,66,"9 mph, L To R",Coors Field,19
746560,Cloudy,79,"17 mph, R To L",Estadio Alfredo Harp Helu,5340
746563,Cloudy,51,"4 mph, R To L",Coors Field,19
746568,Sunny,54,"2 mph, In From CF",Coors Field,19
746778,Sunny,87,"8 mph, Out To LF",Guaranteed Rate Field,4
746900,Cloudy,36,"8 mph, In From LF",Wrigley Field,17
745112,Dome,72,"0 mph, None",Tropicana Field,12
744905,Partly Cloudy,78,"14 mph, L To R",Rogers Centre,14
745062,Dome,72,"0 mph, None",Tropicana Field,12
745070,Dome,72,"0 mph, None",Tropicana Field,12
745095,Dome,72,"0 mph, None",Tropicana Field,12
745106,Dome,72,"0 mph, None",Tropicana Field,12
745116,Dome,72,"0 mph, None",Tropicana Field,12
745486,Partly Cloudy,95,"10 mph, Out To LF",PNC Park,31
745690,Overcast,65,"11 mph, In From CF",Yankee Stadium,3313
745760,Partly Cloudy,60,"6 mph, R To L",Yankee Stadium,3313
746056,Roof Closed,72,"0 mph, None",loanDepot park,4169
746285,Clear,83,"9 mph, L To R",Kauffman Stadium,7
746423,Clear,81,"13 mph, In From LF",Comerica Park,2394
746505,Sunny,82,"4 mph, Out To LF",Coors Field,19
746608,Partly Cloudy,80,"7 mph, In From CF",Progressive Field,5
746808,Cloudy,53,"14 mph, In From RF",Guaranteed Rate Field,4
746961,Partly Cloudy,64,"9 mph, Out To CF",Fenway Park,3
746985,Partly Cloudy,79,"7 mph, In From LF",Oriole Park at Camden Yards,2
746986,Overcast,68,"3 mph, L To R",Oriole Park at Camden Yards,2
747007,Partly Cloudy,90,"7 mph, Out To LF",Oriole Park at Camden Yards,2
747109,Partly Cloudy,93,"6 mph, In From CF",Truist Park,4705
745495,Cloudy,75,"10 mph, Out To LF",PNC Park,31
746103,Clear,70,"7 mph, Out To RF",Dodger Stadium,22
746107,Clear,82,"4 mph, Out To RF",Dodger Stadium,22
746140,Clear,64,"8 mph, Out To RF",Dodger Stadium,22
746142,Clear,67,"6 mph, L To R",Dodger Stadium,22
746149,Clear,65,"4 mph, Out To RF",Dodger Stadium,22
746185,Clear,82,"6 mph, Out To CF",Angel Stadium,1
746710,Partly Cloudy,79,"5 mph, Out To CF",Great American Ball Park,2602
745264,Clear,77,"4 mph, L To R",T-Mobile Park,680
745666,Cloudy,56,"12 mph, Out To RF",Oakland Coliseum,10
745679,Cloudy,60,"17 mph, Out To RF",Oakland Coliseum,10
745786,Cloudy,76,"12 mph, Out To LF",Citi Field,3289
745788,Clear,79,"3 mph, In From LF",Citi Field,3289
746498,Sunny,55,"12 mph, L To R",Comerica Park,2394
746521,Partly Cloudy,73,"6 mph, R To L",Coors Field,19
744879,Cloudy,68,"15 mph, Out To LF",Rogers Centre,14
744896,Roof Closed,68,"0 mph, None",Rogers Centre,14
744900,Clear,79,"10 mph, Out To RF",Rogers Centre,14
744902,Sunny,81,"6 mph, Out To LF",Rogers Centre,14
744904,Partly Cloudy,78,"11 mph, R To L",Rogers Centre,14
744913,Cloudy,68,"11 mph, R To L",Rogers Centre,14
744928,Clear,71,"14 mph, In From LF",Rogers Centre,14
744942,Roof Closed,68,"0 mph, None",Rogers Centre,14
744956,Roof Closed,68,"0 mph, None",Rogers Centre,14
745043,Dome,72,"0 mph, None",Tropicana Field,12
745233,Sunny,74,"5 mph, In From LF",T-Mobile Park,680
745431,Clear,64,"11 mph, L To R",Petco Park,2680
745586,Partly Cloudy,78,"5 mph, L To R",Citizens Bank Park,2681
745859,Clear,82,"13 mph, Out To LF",Target Field,3312
746320,Cloudy,59,"14 mph, R To L",Kauffman Stadium,7
746411,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746470,Partly Cloudy,78,"10 mph, Out To LF",Comerica Park,2394
746915,Cloudy,75,"5 mph, Out To CF",Fenway Park,3
747040,Partly Cloudy,75,"9 mph, Out To LF",Oriole Park at Camden Yards,2
747076,Partly Cloudy,78,"11 mph, Out To LF",Truist Park,4705
747177,Roof Closed,78,"0 mph, None",Chase Field,15
745167,Overcast,71,"4 mph, L To R",Busch Stadium,2889
745339,Sunny,63,"10 mph, Varies",Oracle Park,2395
745942,Roof Closed,64,"0 mph, None",American Family Field,32
746539,Partly Cloudy,92,"8 mph, L To R",Coors Field,19
746547,Cloudy,89,"7 mph, L To R",Coors Field,19
746551,Clear,78,"6 mph, R To L",Coors Field,19
746558,Cloudy,70,"10 mph, Out To CF",Coors Field,19
746567,Partly Cloudy,73,"4 mph, Out To LF",Coors Field,19
745673,Clear,64,"13 mph, Out To RF",Oakland Coliseum,10
745680,Clear,64,"12 mph, Out To RF",Oakland Coliseum,10
745687,Cloudy,55,"10 mph, Out To RF",Oakland Coliseum,10
745755,Clear,51,"12 mph, In From RF",Yankee Stadium,3313
746651,Partly Cloudy,47,"9 mph, In From CF",Progressive Field,5
745076,Dome,72,"0 mph, None",Tropicana Field,12
745128,Sunny,72,"1 mph, In From RF",Busch Stadium,2889
745211,Sunny,61,"4 mph, Out To RF",T-Mobile Park,680
745216,Partly Cloudy,69,"0 mph, Calm",T-Mobile Park,680
745217,Roof Closed,57,"0 mph, None",T-Mobile Park,680
745221,Clear,68,"4 mph, Out To RF",T-Mobile Park,680
745228,Clear,78,"0 mph, Calm",T-Mobile Park,680
745231,Sunny,65,"2 mph, L To R",T-Mobile Park,680
745243,Partly Cloudy,68,"4 mph, Out To RF",T-Mobile Park,680
745252,Roof Closed,60,"2 mph, Calm",T-Mobile Park,680
745255,Sunny,65,"1 mph, In From LF",T-Mobile Park,680
745258,Cloudy,56,"5 mph, R To L",T-Mobile Park,680
745260,Partly Cloudy,53,"6 mph, L To R",T-Mobile Park,680
745271,Sunny,54,"6 mph, L To R",T-Mobile Park,680
745273,Partly Cloudy,63,"13 mph, Out To LF",T-Mobile Park,680
745283,Roof Closed,53,"0 mph, Calm",T-Mobile Park,680
745463,Cloudy,83,"9 mph, Out To LF",PNC Park,31
745615,Clear,80,"6 mph, Varies",Oakland Coliseum,10
745741,Overcast,71,"6 mph, L To R",Yankee Stadium,3313
745912,Partly Cloudy,72,"15 mph, L To R",Target Field,3312
746204,Clear,77,"8 mph, R To L",Angel Stadium,1
746300,Partly Cloudy,85,"6 mph, L To R",Kauffman Stadium,7
746570,Overcast,33,"3 mph, In From CF",Coors Field,19
746626,Partly Cloudy,88,"2 mph, In From CF",Progressive Field,5
747036,Cloudy,67,"5 mph, Out To LF",Oriole Park at Camden Yards,2
746092,Sunny,81,"4 mph, L To R",Dodger Stadium,22
746499,Clear,86,"8 mph, Out To LF",Coors Field,19
745103,Dome,72,"0 mph, None",Tropicana Field,12
745348,Cloudy,59,"13 mph, Out To CF",Oracle Park,2395
745379,Clear,74,"8 mph, L To R",Petco Park,2680
745479,Cloudy,84,"10 mph, Out To LF",PNC Park,31
745528,Partly Cloudy,86,"11 mph, R To L",Citizens Bank Park,2681
745774,Sunny,68,"10 mph, Out To RF",Citi Field,3289
745779,Clear,75,"11 mph, L To R",Citi Field,3289
745785,Cloudy,79,"10 mph, Out To LF",Citi Field,3289
745789,Partly Cloudy,83,"9 mph, Out To LF",Citi Field,3289
745802,Cloudy,82,"10 mph, Out To CF",Citi Field,3289
745809,Clear,77,"14 mph, Out To LF",Citi Field,3289
745820,Clear,74,"9 mph, L To R",Citi Field,3289
745823,Sunny,79,"8 mph, Out To LF",Citi Field,3289
745825,Partly Cloudy,54,"6 mph, Out To LF",Citi Field,3289
745836,Cloudy,60,"10 mph, R To L",Citi Field,3289
745850,Sunny,54,"15 mph, Out To RF",Citi Field,3289
746041,Roof Closed,72,"0 mph, None",loanDepot park,4169
746067,Roof Closed,72,"0 mph, None",loanDepot park,4169
746862,Partly Cloudy,73,"8 mph, In From LF",Wrigley Field,17
747068,Partly Cloudy,87,"8 mph, L To R",Truist Park,4705
745341,Partly Cloudy,58,"15 mph, Out To CF",Oracle Park,2395
745097,Dome,72,"0 mph, None",Tropicana Field,12
746355,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746740,Partly Cloudy,81,"9 mph, L To R",Guaranteed Rate Field,4
746758,Clear,80,"8 mph, In From RF",Guaranteed Rate Field,4
746761,Partly Cloudy,76,"15 mph, Out To LF",Guaranteed Rate Field,4
746765,Cloudy,79,"9 mph, Out To LF",Guaranteed Rate Field,4
746766,Partly Cloudy,85,"10 mph, R To L",Guaranteed Rate Field,4
746771,Partly Cloudy,84,"9 mph, Out To CF",Guaranteed Rate Field,4
746775,Partly Cloudy,81,"12 mph, R To L",Guaranteed Rate Field,4
746782,Sunny,77,"9 mph, L To R",Guaranteed Rate Field,4
746787,Sunny,78,"7 mph, Out To CF",Guaranteed Rate Field,4
746790,Clear,60,"13 mph, L To R",Guaranteed Rate Field,4
746793,Cloudy,73,"17 mph, In From RF",Guaranteed Rate Field,4
746800,Sunny,75,"17 mph, Out To CF",Guaranteed Rate Field,4
746872,Cloudy,75,"8 mph, In From RF",Wrigley Field,17
746910,Sunny,69,"11 mph, Out To RF",Fenway Park,3
746992,Sunny,81,"8 mph, In From LF",Oriole Park at Camden Yards,2
747191,Roof Closed,79,"0 mph, None",Chase Field,15
744873,Overcast,53,"7 mph, In From LF",Nationals Park,3309
745425,Clear,66,"8 mph, L To R",Petco Park,2680
745533,Overcast,74,"8 mph, R To L",Citizens Bank Park,2681
745535,Clear,80,"7 mph, In From CF",Citizens Bank Park,2681
745552,Drizzle,78,"3 mph, Out To LF",Citizens Bank Park,2681
745555,Cloudy,81,"9 mph, Out To CF",Citizens Bank Park,2681
745561,Sunny,87,"5 mph, Out To CF",Citizens Bank Park,2681
745582,Cloudy,61,"12 mph, In From CF",Citizens Bank Park,2681
745583,Rain,51,"10 mph, R To L",Citizens Bank Park,2681
745601,Cloudy,64,"14 mph, Out To LF",Citizens Bank Park,2681
745768,Partly Cloudy,77,"8 mph, In From CF",Citi Field,3289
745814,Partly Cloudy,66,"11 mph, Varies",London Stadium,5381
745881,Overcast,75,"4 mph, Out To RF",Target Field,3312
745939,Partly Cloudy,74,"8 mph, In From CF",American Family Field,32
746021,Roof Closed,72,"0 mph, None",loanDepot park,4169
746071,Roof Closed,72,"0 mph, None",loanDepot park,4169
746271,Partly Cloudy,91,"13 mph, R To L",Kauffman Stadium,7
746454,Partly Cloudy,84,"16 mph, R To L",Comerica Park,2394
746723,Clear,63,"7 mph, R To L",Great American Ball Park,2602
747025,Overcast,87,"8 mph, In From LF",Oriole Park at Camden Yards,2
747099,Cloudy,75,"4 mph, In From CF",Truist Park,4705
744844,Partly Cloudy,84,"6 mph, L To R",Nationals Park,3309
745392,Sunny,74,"8 mph, L To R",Petco Park,2680
745493,Cloudy,71,"9 mph, Out To LF",PNC Park,31
745795,Sunny,86,"6 mph, In From RF",Citi Field,3289
746400,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746814,Overcast,44,"9 mph, Out To LF",Guaranteed Rate Field,4
747066,Cloudy,72,"7 mph, R To L",Truist Park,4705
747078,Sunny,82,"6 mph, L To R",Truist Park,4705
747095,Partly Cloudy,86,"8 mph, In From RF",Truist Park,4705
747098,Partly Cloudy,88,"4 mph, L To R",Truist Park,4705
747102,Clear,89,"10 mph, L To R",Truist Park,4705
747106,Partly Cloudy,80,"12 mph, L To R",Truist Park,4705
747116,Partly Cloudy,78,"8 mph, In From LF",Truist Park,4705
747119,Sunny,77,"9 mph, L To R",Truist Park,4705
747126,Partly Cloudy,81,"8 mph, In From RF",Truist Park,4705
747128,Cloudy,65,"11 mph, L To R",Truist Park,4705
747132,Partly Cloudy,71,"5 mph, Out To LF",Truist Park,4705
745102,Dome,72,"0 mph, None",Tropicana Field,12
745890,Drizzle,69,"6 mph, L To R",Target Field,3312
746214,Clear,76,"10 mph, R To L",Angel Stadium,1
746377,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746416,Overcast,72,"8 mph, In From LF",Comerica Park,2394
746459,Partly Cloudy,91,"14 mph, R To L",Comerica Park,2394
746464,Partly Cloudy,72,"2 mph, R To L",Comerica Park,2394
746475,Partly Cloudy,80,"6 mph, In From LF",Comerica Park,2394
746489,Sunny,57,"17 mph, Out To LF",Comerica Park,2394
746818,Partly Cloudy,61,"12 mph, L To R",Guaranteed Rate Field,4
746955,Partly Cloudy,73,"9 mph, Out To RF",Fenway Park,3
746034,Roof Closed,72,"0 mph, None",loanDepot park,4169
746044,Roof Closed,72,"0 mph, None",loanDepot park,4169
746050,Roof Closed,72,"0 mph, None",loanDepot park,4169
746685,Partly Cloudy,84,"2 mph, Out To RF",Great American Ball Park,2602
744838,Clear,83,"7 mph, R To L",Nationals Park,3309
744881,Sunny,68,"6 mph, R To L",Rogers Centre,14
745184,Partly Cloudy,94,"3 mph, R To L",Busch Stadium,2889
745219,Clear,75,"4 mph, Out To CF",T-Mobile Park,680
745346,Overcast,60,"6 mph, Out To CF",Oracle Park,2395
745477,Clear,87,"3 mph, Out To LF",PNC Park,31
745773,Cloudy,73,"6 mph, R To L",Citi Field,3289
745777,Clear,74,"6 mph, Out To LF",Citi Field,3289
745784,Clear,79,"9 mph, Out To LF",Citi Field,3289
745787,Clear,80,"15 mph, Out To LF",Citi Field,3289
745800,Cloudy,79,"8 mph, Out To LF",Citi Field,3289
745808,Partly Cloudy,83,"8 mph, Out To LF",Citi Field,3289
745810,Cloudy,71,"5 mph, Out To LF",Citi Field,3289
745812,Sunny,84,"6 mph, Out To RF",Citi Field,3289
745824,Sunny,81,"7 mph, Out To LF",Citi Field,3289
745826,Partly Cloudy,61,"10 mph, Out To RF",Citi Field,3289
745831,Cloudy,56,"5 mph, In From RF",Citi Field,3289
745839,Cloudy,51,"19 mph, Out To RF",Citi Field,3289
745842,Cloudy,52,"2 mph, Out To LF",Citi Field,3289
746040,Roof Closed,72,"0 mph, None",loanDepot park,4169
746064,Roof Closed,72,"0 mph, None",loanDepot park,4169
746160,Clear,61,"5 mph, Out To RF",Dodger Stadium,22
746734,Sunny,60,"10 mph, In From CF",Great American Ball Park,2602
746750,Sunny,73,"12 mph, L To R",Guaranteed Rate Field,4
747162,Roof Closed,78,"0 mph, None",Chase Field,15
746083,Roof Closed,72,"0 mph, None",loanDepot park,4169
744857,Partly Cloudy,78,"4 mph, Out To RF",Nationals Park,3309
744975,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745042,Dome,72,"0 mph, None",Tropicana Field,12
745239,Roof Closed,67,"0 mph, Calm",T-Mobile Park,680
745648,Sunny,75,"12 mph, Out To RF",Oakland Coliseum,10
745847,Clear,81,"5 mph, L To R",Target Field,3312
745856,Partly Cloudy,78,"10 mph, R To L",Target Field,3312
745874,Clear,81,"5 mph, In From CF",Target Field,3312
745880,Cloudy,83,"5 mph, Out To LF",Target Field,3312
745884,Clear,75,"7 mph, L To R",Target Field,3312
745893,Partly Cloudy,85,"7 mph, R To L",Target Field,3312
745896,Overcast,65,"13 mph, R To L",Target Field,3312
745902,Overcast,68,"9 mph, In From RF",Target Field,3312
745910,Partly Cloudy,63,"10 mph, In From LF",Target Field,3312
745911,Overcast,52,"9 mph, Out To RF",Target Field,3312
745928,Partly Cloudy,48,"13 mph, Out To LF",Target Field,3312
746237,Sunny,73,"6 mph, Out To CF",Angel Stadium,1
746335,Sunny,65,"16 mph, R To L",Kauffman Stadium,7
746387,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746448,Clear,79,"7 mph, In From LF",Comerica Park,2394
746491,Cloudy,50,"22 mph, Out To LF",Comerica Park,2394
746588,Clear,77,"15 mph, R To L",Progressive Field,5
746773,Partly Cloudy,79,"8 mph, L To R",Guaranteed Rate Field,4
746840,Overcast,70,"19 mph, In From CF",Wrigley Field,17
745092,Dome,72,"0 mph, None",Tropicana Field,12
745098,Dome,72,"0 mph, None",Tropicana Field,12
745758,Overcast,51,"10 mph, R To L",Yankee Stadium,3313
745997,Roof Closed,67,"0 mph, None",American Family Field,32
746111,Clear,73,"8 mph, Out To RF",Dodger Stadium,22
746356,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746415,Cloudy,72,"8 mph, L To R",Comerica Park,2394
746575,Cloudy,46,"17 mph, L To R",Coors Field,19
746048,Roof Closed,72,"0 mph, None",loanDepot park,4169
744813,Partly Cloudy,82,"3 mph, In From LF",Nationals Park,3309
745065,Dome,72,"0 mph, None",Tropicana Field,12
745096,Dome,72,"0 mph, None",Tropicana Field,12
745199,Clear,65,"2 mph, Out To RF",T-Mobile Park,680
745543,Partly Cloudy,87,"9 mph, Out To RF",Citizens Bank Park,2681
745695,Partly Cloudy,72,"8 mph, R To L",Yankee Stadium,3313
745704,Clear,70,"6 mph, R To L",Yankee Stadium,3313
745720,Cloudy,82,"8 mph, In From RF",Yankee Stadium,3313
745725,Partly Cloudy,83,"12 mph, R To L",Yankee Stadium,3313
745735,Partly Cloudy,76,"11 mph, Out To RF",Yankee Stadium,3313
745743,Clear,76,"11 mph, R To L",Yankee Stadium,3313
745751,Rain,51,"11 mph, R To L",Yankee Stadium,3313
745761,Overcast,60,"7 mph, Out To LF",Yankee Stadium,3313
746229,Clear,69,"6 mph, Out To CF",Angel Stadium,1
746299,Sunny,90,"15 mph, R To L",Kauffman Stadium,7
746418,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746648,Sunny,71,"13 mph, L To R",Progressive Field,5
746757,Clear,80,"7 mph, In From LF",Guaranteed Rate Field,4
746933,Clear,84,"5 mph, In From LF",Fenway Park,3
747047,Cloudy,86,"6 mph, Out To CF",Oriole Park at Camden Yards,2
747220,Clear,72,"4 mph, L To R",Chase Field,15
744958,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744976,Roof Closed,74,"0 mph, Calm",Globe Life Field,5325
745010,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745011,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745022,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745026,Cloudy,75,"13 mph, Out To LF",Globe Life Field,5325
745032,Clear,79,"9 mph, Out To RF",Globe Life Field,5325
745109,Dome,72,"0 mph, None",Tropicana Field,12
745242,Partly Cloudy,54,"4 mph, In From LF",T-Mobile Park,680
746408,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746487,Cloudy,69,"13 mph, In From RF",Comerica Park,2394
746919,Cloudy,77,"4 mph, Out To LF",Fenway Park,3
