batter,annual_rate,total_pa,seasons_used,Apr_rate,Apr_pa,Apr_lift,May_rate,May_pa,May_lift,Jun_rate,Jun_pa,Jun_lift,Jul_rate,Jul_pa,Jul_lift,Aug_rate,Aug_pa,Aug_lift,Sep_rate,Sep_pa,Sep_lift,player_name,team,rank,xfp_rh3_per_game,expected_total_fp_remaining,remaining_weights,ros_weighted_lift_pct
455976,0.3709,1146,2,,219,,,238,,,218,,,175,,,127,,,169,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
460075,0.3276,925,2,,184,,,147,,,169,,,118,,,163,,,144,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
460086,0.2602,1180,2,,160,,,213,,,201,,,192,,,218,,,196,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
467092,0.3284,1014,3,0.2869,251,-12.7,,188,,,172,,,121,,,144,,,138,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
475174,0.2362,817,2,,181,,,216,,,81,,,98,,,156,,,85,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
475253,0.2826,1065,2,,201,,,204,,,155,,,188,,,190,,,127,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
500874,0.3056,900,2,,179,,,198,,,163,,,154,,,104,,,102,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
542255,0.2831,830,3,,197,,,121,,,152,,,90,,,160,,,110,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
543401,0.2723,1065,2,,161,,,237,,,185,,,184,,,210,,,88,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
570560,0.1965,1196,2,,156,,,202,,,198,,,194,,,239,,,207,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
572821,0.2729,1059,2,,197,,,224,,,196,,,205,,,184,,,53,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
605480,0.209,1091,2,,179,,,146,,,222,,,172,,,185,,,187,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
608841,0.2402,1145,3,,207,,,215,,,181,,,100,,,222,,,220,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
624577,0.3116,995,2,,183,,,167,,,192,,,97,,,191,,,165,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
641553,0.1223,826,4,-0.0068,147,-105.6,,163,,,86,,,118,,,157,,,155,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
664068,0.1463,902,2,,88,,,121,,,219,,,213,,,104,,,157,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
666915,0.1165,841,3,-0.0392,204,-133.7,,137,,,153,,,142,,,125,,,80,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
669304,0.2957,1011,3,,164,,,168,,,174,,,118,,,208,,,179,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
671218,0.2333,1196,2,,117,,,192,,,250,,,205,,,224,,,208,,Heliot Ramos,SF,159.0,1.64,174.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
672640,0.2505,990,2,,96,,,117,,,202,,,144,,,229,,,202,,Otto Lopez,MIA,86.0,1.8,214.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
677551,0.3794,1020,3,,204,,,224,,,102,,,193,,,155,,,142,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
677800,0.242,847,3,,178,,,197,,,51,,,138,,,143,,,140,,Wilyer Abreu,BOS,57.0,1.89,224.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
678246,0.23,1026,3,,194,,,215,,,184,,,149,,,150,,,134,,Miguel Vargas,CWS,61.0,1.88,230.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
680574,0.1705,962,2,,76,,,180,,,221,,,219,,,179,,,87,,Matt McLain,CIN,288.0,1.38,166.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
680911,0.2009,916,3,,105,,,185,,,199,,,157,,,150,,,120,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
681624,0.2463,1007,2,,140,,,215,,,216,,,189,,,109,,,138,,Andy Pages,LAD,80.0,1.82,208.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
683737,0.2824,1119,2,,181,,,174,,,178,,,198,,,207,,,181,,Michael Busch,CHC,174.0,1.61,198.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
687401,0.2402,991,2,,168,,,171,,,175,,,133,,,175,,,169,,Joey Ortiz,MIL,242.0,1.49,104.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
690993,0.2417,993,2,,157,,,165,,,161,,,181,,,199,,,130,,Colt Keith,DET,180.0,1.6,140.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
691406,0.3444,816,2,,106,,,103,,,110,,,107,,,181,,,209,,Junior Caminero,TB,13.0,2.12,256.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
691718,0.2302,1008,2,,100,,,165,,,179,,,167,,,210,,,187,,Pete Crow-Armstrong,CHC,157.0,1.65,194.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
694192,0.2872,1121,2,,211,,,193,,,192,,,186,,,121,,,218,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
694671,0.257,1074,2,,171,,,120,,,190,,,197,,,209,,,187,,Wyatt Langford,TEX,176.0,1.61,113.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
695578,0.2163,1008,2,,119,,,122,,,115,,,207,,,232,,,213,,James Wood,WSH,63.0,1.87,264.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
701538,0.3074,1015,2,,90,,,178,,,199,,,194,,,170,,,184,,Jackson Merrill,SD,136.0,1.71,196.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
